FID,STREETNAME,CLASS,ADMIN_TYPE,RT_NUMBER,ALTRTNUM1,ALTRTNUM2,ALTRTNUM3,ALTRTNUM4,ALTRT1TYPE,RDTYPE,ROUTE_ID,ROUTE_SYST,ROUTE_NUMB,ROUTE_DIRE,RD_SEG_ID,STREET_NAM,FM_ST_NAME,TO_ST_NAME,FACILITY,F_CLASS,URBAN_AREA,URBAN_TYPE,F_F_CLASS,JURISDICTN,NHS,FD_AID_RTE,FD_AID_RD,CONTROL,NUM_LANES,OPP_LANES,SURFACE_TP,SURFACE_WD,SHLDR_RT_W,SHLDR_RT_T,SHLDR_LT_W,SHLDR_LT_T,SHLDR_UL_W,SHLDR_UL_T,MED_WIDTH,MED_TYPE,CURB,LT_SIDEWLK,RT_SIDEWLK,OPERATION,SPEED_LIM,OP_DIR_SL,TRUCK,T_EXC_TYPE,T_EXC_TIME,TRK_NETWRK,TRUCK_RTE,ROW_WIDTH,STRUCT_CND,TERRAIN,TOLL_ROAD,MHS,MGIS_TOWN,CITY,COUNTY,HWY_DIST,MPO,RPA,RTA,MILE_COUNT,AADT,AADT_YEAR,AADT_DERIV,LENGTH_MI,LENGTH_FT,SHAPE_Leng,Shape__Length
62,DORCHESTER STREET,4,0, , , , , ,0,4,N1794 NB,N,1794,NB,45754,DORCHESTER STREET,EAST FIRST STREET,DORCHESTER AVENUE,1,5,09271,1,4,2,0,  60,3,0,2,0,6,60,0,0,0,0,0,0,0,0,3,9,9,2,0,0, ,2,2,0,0,78,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10430,2016,14,0.03104703,163.92831018,49.9654488729,163.929709189508
63,HUNTINGTON AVENUE,2,3,9, , , , ,0,2,SR9 EB,SR,9,EB,52294,HUNTINGTON AVENUE,LONGWOOD AVENUE,DARTMOUTH STREET,1,3,09271,1,3,2,14,   4,2,0,2,2,6,22,0,0,0,0,0,0,34,2,3,0,12,2,30,0, ,1,1,0,0,99,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,21044,2016,14,0.01142898,60.34501562,18.3931975462,60.3450156176692
64,CASS STREET,5,0, , , , , ,0,5,L174137 EB,L,174137,EB,0,CASS STREET,POWELL STREET,CENTRE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,23,0,0,0,0,0,0,0,0,3,2,5,2,0,0, ,1,1,0,0,33,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.10179366,537.47054414,163.821349496,537.470544141101
65,METROPOLITAN AVENUE,5,0, , , , , ,0,5,N3051 NB,N,3051,NB,49978,METROPOLITAN AVENUE,DEAD END,DALE STREET,1,6,09271,1,5,2,0,  45,3,0,2,0,6,34,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,50,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3859,2016,14,0.03958687,209.01869194,63.7090247214,209.018691935059
66,BURT STREET,5,0, , , , , ,0,5,L159693 EB,L,159693,EB,0,BURT STREET,WASHINGTON STREET,ASHMONT STREET,1,0,09271,1,7,2,0, ,0,0,2,0,5,26,0,0,0,0,0,0,0,0,3,7,7,1,0,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.27057443,1428.63298444,435.448204555,1428.63298444179
67,NORTH WASHINGTON STREET,4,0, , , , , ,0,4,N381 SB,N,381,SB,62661,NORTH WASHINGTON STREET,NEW RUTHERFORD AVENUE,CAUSEWAY STREET,1,3,09271,1,3,2,14,  69,2,0,2,2,6,24,0,0,0,0,0,0,4,3,3,0,6,2,30,30, ,1,1,0,0,99,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,41570,2009,4,0.25499225,1346.35909187,410.371071944,603.946362422756
68,TOLMAN STREET,5,0, , , , , ,0,5,L114731 NB,L,114731,NB,0,TOLMAN STREET,NEPONSET AVENUE,WILLIAM T MORRISSEY BOULEVARD,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.12554047,662.8536802,202.038205802,662.853680201067
69,NORTH STREET,4,0, , , , , ,0,4,N1578 EB,N,1578,EB,44401,NORTH STREET,CONGRESS STREET,JOHN F FITZGERALD SURFACE ROAD,1,5,09271,1,4,2,0,  54,3,0,2,0,6,60,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,76,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,9825,2016,14,0.03866909,204.17281823,62.2319994618,204.172818231871
70,BLUE HILL AVENUE,4,0, , , , , ,0,4,N1605 NB,N,1605,NB,46807,BLUE HILL AVENUE, ,DUDLEY STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,10,10,2,0,0, ,1,1,0,0,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10426,2016,14,0.04649404,245.48851406,74.8250487352,245.48851406472
71,MEDFORD STREET,4,0, , , , , ,0,4,N1424 EB,N,1424,EB,44019,MEDFORD STREET,CHELSEA STREET,MAIN STREET,1,5,09271,1,4,2,0,  69,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,7,10,2,0,0, ,1,1,0,0,65,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10097,2016,14,0.02526654,133.40732693,40.662634574,133.407326931492
72,COMMERCIAL STREET,4,0, , , , , ,0,4,N1580 NB,N,1580,NB,51494,COMMERCIAL STREET,CROSS STREET,NORTH WASHINGTON STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,7,44,0,0,0,0,0,0,0,0,3,0,7,2,30,30, ,1,1,0,0,56,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,9762,2016,14,0.01887698,99.67043375,30.3796089677,99.6704337609091
73,COMMONWEALTH AVENUE,2,3,30, , , , ,0,2,SR30 EB,SR,30,EB,51322,COMMONWEALTH AVENUE,ARLINGTON STREET,NEWTON CITY LINE,1,3,09271,1,3,2,15,77-1,2,0,2,2,6,24,0,0,0,0,0,0,5,1,3,0,0,2,30,0, ,1,1,0,0,80,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,16267,2016,14,0.0601165,317.41510132,96.7483163799,317.415101324117
74,CAMBRIDGE STREET,4,0, , , , , ,0,4,N081 WB,N,081,WB,52373,CAMBRIDGE STREET,WASHINGTON STREET,SOLDIERS FIELD FRONTAGE ROAD WB,1,3,09271,1,3,2,15,10-1,2,0,1,1,6,16,0,0,2,3,0,0,14,1,3,0,6,2,25,0, ,1,1,0,0,70,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,17562,2009,2,0.03870792,204.37782995,62.294487159,204.377829957743
75,BERKELEY STREET,4,0, , , , , ,0,4,N130 NB,N,130,NB,51704,BERKELEY STREET,TREMONT STREET,STORROW DRIVE,1,3,09271,1,3,2,4,  61,2,0,2,0,6,32,0,0,0,0,0,0,0,0,3,8,8,1,30,30, ,1,1,0,0,94,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,13815,2016,14,0.02802333,147.96318593,45.0992692693,147.963185928316
76,CIRCUIT STREET,5,0, , , , , ,0,5,L144552 EB,L,144552,EB,0,CIRCUIT STREET,WASHINGTON STREET,WALNUT AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,0,7,2,0,0, ,1,1,0,0,40,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.1046632,552.62167879,168.439424573,552.621678782952
77,MAVERICK STREET,4,0, , , , , ,0,4,N1428 NB,N,1428,NB,51572,MAVERICK STREET,DEAD END,CHELSEA STREET,1,5,09271,1,4,2,0,  69,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,10,10,2,20,0, ,2,2,0,0,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,11056,2016,14,0.04430011,233.90456497,71.2942539916,233.904564972094
78,MARYKNOLL STREET,5,0, , , , , ,0,5,N3018 NB,N,3018,NB,49992,MARYKNOLL STREET,MORTON STREET,MANCHESTER STREET,1,6,09271,1,5,2,0,  38,3,0,2,0,6,34,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,49,1,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3768,2016,14,0.04963889,262.09333432,79.8862080721,262.093334316235
79,WALTER STREET,5,0, , , , , ,0,5,N3042 NB,N,3042,NB,48365,WALTER STREET,CENTRE STREET,SOUTH STREET,1,6,09271,1,5,2,0,  54,2,0,2,0,6,41,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,57,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3807,2016,14,0.04687967,247.52463201,75.4456587269,247.52463200732
80,NORTH HARVARD STREET,4,0, , , , , ,0,4,N1515 NB,N,1515,NB,58725,NORTH HARVARD STREET,RAMP-SOLDIERS FIELD RD WB TO N HARVARD ST,CAMBRIDGE STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,36,0,0,0,0,0,0,0,0,3,10,10,2,0,0, ,1,1,0,0,56,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10453,2016,14,0.07091563,374.43451143,114.127867341,374.434511423903
81,SOUTH STREET,5,0, , , , , ,0,5,L188482 EB,L,188482,EB,0,SOUTH STREET,CHESTNUT HILL AVENUE,COMMONWEALTH AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,3,6,6,1,0,0, ,1,1,0,0,36,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.12686951,669.871027,204.177097385,669.871027007441
82,DUDLEY STREET,4,0, , , , , ,0,4,N1604 EB,N,1604,EB,51154,DUDLEY STREET,COLUMBIA ROAD,WASHINGTON STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,45,0,0,0,0,0,0,0,0,3,0,10,2,0,0, ,1,1,0,0,65,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10446,2016,14,0.03754667,198.2464041,60.4256248198,198.245911276167
83,BRUSH HILL TERRACE,5,0, , , , , ,0,5,L154209 NB,L,154209,NB,0,BRUSH HILL TERRACE,DANA AVENUE,NEPONSET AVENUE,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.07990465,421.89654651,128.594324564,421.8965465082
84,RICH STREET,5,0, , , , , ,0,5,L142118 NB,L,142118,NB,0,RICH STREET,DELHI STREET,WEST SELDEN STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,27,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,39,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.10641734,561.88354002,171.262445523,561.883540023195
85,COLUMBUS AVENUE,3,3,28, , , , ,0,3,SR28 NB,SR,28,NB,45349,COLUMBUS AVENUE,PARK PLAZA,DEAD END,1,3,09271,1,3,2,14, 125,2,0,1,1,6,12,0,0,0,0,0,0,8,3,3,0,12,2,30,0, ,1,1,0,0,80,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,95514,2016,6,0.0504183,266.20861205,81.140547234,266.2083699326
86,EAST BROADWAY,4,0, , , , , ,0,4,N1610 EB,N,1610,EB,45726,EAST BROADWAY,WILLIAM J DAY BOULEVARD,DORCHESTER STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,50,0,0,0,0,0,0,0,0,3,14,14,2,30,30, ,2,2,0,0,78,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10360,2016,14,0.10487774,553.75447175,168.784700559,553.753159925859
87,KELTON STREET,5,0, , , , , ,0,5,N2520 EB,N,2520,EB,54488,KELTON STREET,COMMONWEALTH AVENUE,BROOKLINE TOWN LINE,1,6,09271,1,5,2,0,   4,2,0,2,0,5,30,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,44,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3950,2016,14,0.00868824,45.87388762,13.9823889107,45.8741635660153
88,SHAWMUT AVENUE,4,0, , , , , ,0,4,N1597 NB,N,1597,NB,53499,SHAWMUT AVENUE,TREMONT STREET,MALCOLM X BOULEVARD,1,5,09271,1,4,2,0,  54,3,0,2,0,6,44,0,0,0,0,0,0,0,0,3,7,8,1,0,0, ,1,1,0,0,59,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10462,2016,14,0.0282687,149.25871365,45.4941469097,149.258713651531
89,COLUMBIA ROAD,4,0, , , , , ,0,4,N1610 WB,N,1610,WB,62301,COLUMBIA ROAD,BLUE HILL AVENUE,RAMP-RTS 93 NB/3 NB TO COLUMBIA RD,1,5,09271,1,4,2,0,  54,3,0,2,2,6,40,0,0,0,0,0,0,7,1,3,0,10,2,30,0, ,1,1,0,0,107,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.06559885,346.36192974,105.571327327,346.36192974167
90,DORCHESTER AVENUE,4,0, , , , , ,0,4,N113 NB,N,113,NB,55920,DORCHESTER AVENUE,ADIRONDACK PLACE,SUMMER STREET,1,3,09271,1,3,2,11,92-1,2,0,2,0,6,26,0,0,0,0,0,0,0,0,3,8,8,2,30,30, ,1,1,0,0,57,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,16880,2016,14,0.03579453,188.99509773,57.6058210002,188.995097737445
91,BLUE HILL AVENUE,2,3,28, , , , ,0,2,SR28 SB,SR,28,SB,62321,BLUE HILL AVENUE, ,DUDLEY STREET,1,3,09271,1,3,2,14, 123,2,0,2,3,6,26,0,0,0,0,0,0,16,1,3,0,12,2,30,0, ,1,1,0,0,118,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,29172,2009,2,0.07662574,404.5839203,123.317425542,404.583920297993
92,CAMBRIDGE STREET,4,0, , , , , ,0,4,N081 EB,N,081,EB,44697,CAMBRIDGE STREET,WASHINGTON STREET,SOLDIERS FIELD FRONTAGE ROAD WB,1,3,09271,1,3,2,15, 104,2,0,2,0,6,30,0,0,0,0,0,0,0,0,3,8,8,2,30,25, ,1,1,0,0,65,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,38362,2016,14,0.03768909,198.99839335,60.6548316012,198.998393352482
93,CARRUTH STREET,5,0, , , , , ,0,5,N3058 NB,N,3058,NB,57563,CARRUTH STREET,ASHMONT STREET,GALLIVAN BOULEVARD,1,6,09271,1,5,2,0,  55,3,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3808,2016,14,0.04194656,221.47785141,67.5065841233,221.477851405244
94,MOUNT EVERETT STREET,5,0, , , , , ,0,5,L202992 NB,L,202992,NB,0,MOUNT EVERETT STREET,HAMILTON STREET,QUINCY STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.15014524,792.76688368,241.635829418,792.567321651026
95,GLENCOE STREET,5,0, , , , , ,0,5,L191801 NB,L,191801,NB,0,GLENCOE STREET,NORTH BEACON STREET,DEAD END,1,0,09271,1,7,2,0, ,0,0,2,0,5,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,2,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03053905,161.24620629,49.1479419721,161.246206278313
96,COLUMBUS AVENUE,2,3,28, , , , ,0,2,SR28 NB,SR,28,NB,52868,COLUMBUS AVENUE,WALNUT AVENUE,TREMONT STREET,1,3,09271,1,3,2,14, 125,2,0,2,2,6,22,0,0,0,0,0,0,5,1,3,0,8,2,35,0, ,1,1,0,0,85,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,78836,2016,6,0.05325733,281.19870223,85.7095358582,281.199025753792
97,MERRIMAC STREET,4,0, , , , , ,0,4,N1565 WB,N,1565,WB,52609,MERRIMAC STREET,STANIFORD STREET,SUDBURY STREET,1,5,09271,1,4,2,0, 127,2,0,2,2,6,59,0,0,0,0,0,0,4,1,3,10,8,1,30,0, ,1,1,0,0,90,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.05229477,276.11640198,84.1604476442,276.116401977672
98,CROSS STREET,4,0, , , , , ,0,4,N381 NB,N,381,NB,58607,CROSS STREET,ATLANTIC AVENUE,NORTH WASHINGTON STREET,1,3,09271,1,3,2,4,   4,2,0,2,2,6,24,0,0,0,0,0,0,12,1,3,12,12,1,30,30, ,12,1,0,2,52,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,9377,2016,14,0.03542409,187.03919552,57.0096608142,187.039195519428
99,QUINCY STREET,4,0, , , , , ,0,4,N1607 EB,N,1607,EB,57213,QUINCY STREET,BOWDOIN STREET,WARREN STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,8,2,0,0, ,1,1,0,0,41,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3870,2016,14,0.04128893,218.00556888,66.4482302913,218.006300634668
100,FEDERAL STREET,4,0, , , , , ,0,4,N1551 NB,N,1551,NB,54036,FEDERAL STREET,PURCHASE STREET,MILK STREET,1,5,09271,1,4,2,0,  65,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,10,10,1,0,0, ,1,1,0,0,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10861,2016,14,0.02802724,147.98380751,45.105554741,147.983807512662
101,BLUE HILL AVENUE,2,3,28, , , , ,0,2,SR28 SB,SR,28,SB,62132,BLUE HILL AVENUE, ,DUDLEY STREET,1,2,09271,1,3,2,14, 123,2,0,2,2,6,26,0,0,0,0,0,0,18,1,3,0,12,2,30,0, ,1,1,0,0,118,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.07235692,382.04455629,116.447413651,382.044632232438
102,HARVARD AVENUE,4,0, , , , , ,0,4,N129 NB,N,129,NB,45033,HARVARD AVENUE,CAMBRIDGE STREET,BROOKLINE TOWN LINE,1,3,09271,1,3,2,15,40-1,2,0,2,0,6,26,0,0,0,0,0,0,0,0,3,8,8,2,25,25, ,1,1,0,0,60,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,19984,2016,14,0.07669862,404.96869445,123.434704937,404.96869444712
103,NORWOOD STREET,5,0, , , , , ,0,5,L142472 NB,L,142472,NB,0,NORWOOD STREET,CONLEY STREET,WILLIAM T MORRISSEY BOULEVARD,1,0,09271,1,7,2,0, ,0,0,2,0,6,23,0,0,0,0,0,0,0,0,3,8,8,2,0,0, ,1,1,0,0,39,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.14923,787.93441503,240.162890028,787.934415034832
104,ATLANTIC AVENUE,4,0, , , , , ,0,4,N381 NB,N,381,NB,56523,ATLANTIC AVENUE,KNEELAND STREET,COMMERCIAL STREET,1,3,09271,1,3,2,4,   4,2,0,2,3,6,24,0,0,0,0,0,0,12,1,3,12,12,1,30,30, ,12,1,0,2,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23324,2016,14,0.03168495,167.29652439,50.9920826185,167.297450689509
105,MAPLE STREET,5,0, , , , , ,0,5,L139568 NB,L,139568,NB,0,MAPLE STREET,CENTRE STREET,MAPLE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,22,0,0,0,0,0,0,0,0,3,6,6,1,0,0, ,1,1,0,0,34,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.3105923,1639.92736436,499.850860359,1639.92736436395
106,MOON STREET,5,0, , , , , ,0,5,L138393 EB,L,138393,EB,0,MOON STREET,NORTH STREET,PRINCE STREET,1,0,09271,1,7,2,0, ,0,0,2,0,4,30,0,0,0,0,0,0,0,0,3,6,6,1,0,0, ,2,2,0,0,42,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03192691,168.57406686,51.3814783418,168.574066858693
107,BRINTON STREET,5,0, , , , , ,0,5,L207501 EB,L,207501,EB,0,BRINTON STREET,DEAD END,WASHINGTON STREET,1,0,09271,1,7,2,0, ,0,0,2,0,6,26,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,1,1,0,0,40,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.01760241,92.94073204,28.3283917816,92.9407320399794
108,ASHMONT STREET,4,0, , , , , ,0,4,N1699 EB,N,1699,EB,51314,ASHMONT STREET,BUSHNELL STREET,NEPONSET AVENUE,1,5,09271,1,4,2,0,  26,3,0,2,0,6,29,0,0,0,0,0,0,0,0,3,7,7,2,0,0, ,2,2,0,0,43,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10295,2016,14,0.04085111,215.69388159,65.7436265961,215.693881586694
109,BLUE HILL AVENUE,2,3,28, , , , ,0,2,SR28 NB,SR,28,NB,51391,BLUE HILL AVENUE, ,DUDLEY STREET,1,3,09271,1,3,2,14, 125,2,0,3,3,6,33,0,0,0,0,0,0,16,1,3,0,12,2,25,0, ,1,1,0,0,118,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,70543,2016,6,0.0406527,214.64627978,65.4243169248,214.646279774663
110,JOHN F FITZGERALD SURFACE ROAD,4,0, , , , , ,0,4,N433 SB,N,433,SB,452258,JOHN F FITZGERALD SURFACE ROAD,NEW CHARDON STREET,HIGH STREET,1,3,09271,1,3,2,4,  69,2,0,2,2,6,24,0,0,0,0,0,0,99,2,3,16,16,1,30,30, ,12,1,0,2,56,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,646,2016,14,0.05528193,291.88858367,88.9678182379,291.888583674535
111,ORCHARD ROAD,5,0, , , , , ,0,5,L176047 EB,L,176047,EB,0,ORCHARD ROAD,COREY ROAD,BROOKLINE TOWN LINE,1,0,09271,1,7,2,0, ,0,0,2,0,6,24,0,0,0,0,0,0,0,0,3,6,0,2,0,0, ,1,1,0,0,38,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,1154,0,0,0.03067359,161.95654978,49.3644551023,161.956549782118
112,ROBERT STREET,5,0, , , , , ,0,5,N3044 EB,N,3044,EB,48766,ROBERT STREET,BELGRADE AVENUE,SOUTH STREET,1,6,09271,1,5,2,0,  54,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,6,6,2,0,0, ,1,1,0,0,55,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3799,2016,14,0.08526851,450.21772712,137.22663768,450.217727117863
113,DORCHESTER AVENUE,4,0, , , , , ,0,4,N113 NB,N,113,NB,55901,DORCHESTER AVENUE,ADIRONDACK PLACE,SUMMER STREET,1,3,09271,1,3,2,15,92-1,2,0,4,0,6,46,0,0,0,0,0,0,0,0,3,6,6,2,30,30, ,1,1,0,0,67,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23395,2016,14,0.07437936,392.72300503,119.702211338,392.723005033889
114,MASSACHUSETTS AVENUE,4,0, , , , , ,0,4,N120 EB,N,120,EB,51647,MASSACHUSETTS AVENUE,COLUMBIA ROAD,HUNTINGTON AVENUE,1,3,09271,1,3,2,15,  59,2,0,2,0,6,34,0,0,0,0,0,0,0,0,3,8,8,2,30,30, ,1,1,0,0,71,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,20599,2016,14,0.10213753,539.28617261,164.374754161,539.286172609812
115,WILLIAM F MCCLELLAN HIGHWAY,4,0, , , , , ,0,4,N47801 NB,N,47801,NB,454301,WILLIAM F MCCLELLAN HIGHWAY,MERIDIAN STREET,SUMNER TUNNEL,1,3,09271,1,3,2,11,1012,2,0,1,1,6,60,0,0,0,0,0,0,15,3,2,0,10,1,20,0, ,1,1,0,0,85,1,1,1,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,0,0,0,0.01001006,52.853122,16.1096638052,52.8531219982996
116,BAY STATE ROAD,5,0, , , , , ,0,5,N2556 WB,N,2556,WB,56538,BAY STATE ROAD,BEACON STREET,UNIVERSITY ROAD,1,6,09271,1,5,2,0,   4,3,0,2,0,6,34,0,0,0,0,0,0,0,0,3,10,10,1,0,0, ,2,2,0,0,54,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,3997,2016,14,0.10716541,565.83337095,172.466356398,565.833370947087
117,DUDLEY STREET,4,0, , , , , ,0,4,N1609 NB,N,1609,NB,46613,DUDLEY STREET,COLUMBIA ROAD,WASHINGTON STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,45,0,0,0,0,0,0,0,0,3,0,10,2,0,0, ,1,1,0,0,65,3,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10307,2016,14,0.06646527,350.93664607,106.965703655,350.936646068219
118,NEW RUTHERFORD AVENUE,2,3,99, , , , ,0,2,SR99 SB,SR,99,SB,452190,NEW RUTHERFORD AVENUE,CHELSEA STREET,RUTHERFORD AVENUE,1,3,09271,1,3,2,14,  77,2,0,3,3,6,34,0,0,0,0,0,0,8,1,3,0,8,2,40,0, ,1,1,0,0,102,1,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,0,41570,2009,4,0.02464366,130.11853924,39.6602100796,130.118539242478
119,WASHINGTON STREET,4,0, , , , , ,0,4,N112 NB,N,112,NB,47463,WASHINGTON STREET,HYDE PARK AVENUE,DEVONSHIRE PLACE,1,3,09271,1,3,2,14,  54,2,0,2,0,6,28,0,0,0,0,0,0,0,0,3,10,10,2,25,30, ,1,1,0,0,65,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10964,2016,14,0.03598608,190.00650009,57.9140970563,190.006500100441
120,BLUE HILL AVENUE,4,0, , , , , ,0,4,N1605 NB,N,1605,NB,46401,BLUE HILL AVENUE, ,DUDLEY STREET,1,5,09271,1,4,2,0,  54,3,0,2,0,6,40,0,0,0,0,0,0,0,0,3,10,10,2,0,0, ,1,1,0,0,60,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,10426,2016,14,0.04744013,250.4838984,76.3476449286,250.485365269748
121,MARKET STREET,4,0, , , , , ,0,4,N1516 NB,N,1516,NB,52738,MARKET STREET,WASHINGTON STREET,LEO M BIRMINGHAM PARKWAY,1,5,09271,1,4,2,0,10-1,3,0,2,0,6,42,0,0,0,0,0,0,0,0,3,10,10,2,0,0, ,1,1,0,0,62,2,1,0,0,BOSTON,35,25,6,Boston Region,MAPC,MBTA,1,23900,2016,14,0.03207246,169.34256857,51.6157181321,169.342568580518
